,date,time,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,sh,sot,dist,fk,pk,pkatt,sota,saves,pka,pksv,cmp,att,totdist,prgdist,live,dead,tb,sw,crs,ti,ck,season,team
20,2020-01-25,15:30,Matchweek 19,Sat,Home,L,0,2,Paderborn 07,1.8,1.9,64.0,23500.0,Christian Günter,3-4-3,Christian Dingert,19.0,5.0,14.9,1.0,0.0,0.0,3.0,1.0,1.0,0.0,502.0,616.0,10511.0,4028.0,557.0,59.0,0.0,14.0,34.0,31.0,6.0,2019-2020,Freiburg
21,2020-02-02,15:30,Matchweek 20,Sun,Away,L,0,4,Köln,0.8,3.7,55.0,50000.0,Christian Günter,3-4-3,Robert Kampka,9.0,2.0,16.2,0.0,0.0,0.0,9.0,5.0,0.0,0.0,356.0,473.0,6087.0,2264.0,412.0,59.0,1.0,4.0,18.0,19.0,6.0,2019-2020,Freiburg
22,2020-02-08,15:30,Matchweek 21,Sat,Home,W,1,0,Hoffenheim,2.0,1.7,50.0,24000.0,Christian Günter,4-2-2-2,Sven Jablonski,11.0,4.0,13.9,0.0,1.0,1.0,6.0,6.0,0.0,0.0,401.0,503.0,7104.0,2820.0,447.0,54.0,1.0,3.0,21.0,21.0,5.0,2019-2020,Freiburg
23,2020-02-15,15:30,Matchweek 22,Sat,Away,D,1,1,Augsburg,1.3,0.7,72.0,26822.0,Christian Günter,4-2-2-2,Patrick Ittrich,20.0,5.0,17.6,3.0,0.0,0.0,3.0,2.0,0.0,0.0,600.0,717.0,11186.0,3627.0,655.0,60.0,2.0,4.0,21.0,30.0,3.0,2019-2020,Freiburg
24,2020-02-22,15:30,Matchweek 23,Sat,Home,L,0,2,Düsseldorf,1.1,0.9,60.0,24000.0,Christian Günter,4-2-3-1,Frank Willenborg,16.0,4.0,20.6,3.0,0.0,0.0,4.0,2.0,0.0,0.0,431.0,559.0,7854.0,2760.0,506.0,51.0,0.0,2.0,29.0,25.0,7.0,2019-2020,Freiburg
25,2020-02-29,15:30,Matchweek 24,Sat,Away,L,0,1,Dortmund,0.9,1.3,36.0,81365.0,Christian Günter,3-4-3,Robert Hartmann,13.0,3.0,17.1,1.0,0.0,0.0,2.0,1.0,0.0,0.0,373.0,461.0,7026.0,2149.0,422.0,38.0,0.0,1.0,15.0,17.0,4.0,2019-2020,Freiburg
26,2020-03-07,15:30,Matchweek 25,Sat,Home,W,3,1,Union Berlin,1.4,0.7,52.0,24000.0,Christian Günter,3-4-3,Marco Fritz,9.0,4.0,16.6,1.0,0.0,0.0,4.0,3.0,0.0,0.0,333.0,457.0,6609.0,2443.0,386.0,67.0,0.0,2.0,22.0,28.0,7.0,2019-2020,Freiburg
27,2020-05-16,15:30,Matchweek 26,Sat,Away,D,1,1,RB Leipzig,0.7,2.1,34.0,,Christian Günter,3-4-3,Manuel Gräfe,6.0,1.0,19.6,0.0,0.0,0.0,8.0,7.0,0.0,0.0,259.0,369.0,5630.0,2489.0,313.0,52.0,0.0,1.0,13.0,19.0,4.0,2019-2020,Freiburg
28,2020-05-23,15:30,Matchweek 27,Sat,Home,L,0,1,Werder Bremen,0.9,0.5,63.0,,Christian Günter,4-4-2,Robert Hartmann,17.0,7.0,17.4,1.0,0.0,0.0,2.0,1.0,0.0,0.0,557.0,672.0,11092.0,3813.0,612.0,57.0,0.0,10.0,42.0,23.0,7.0,2019-2020,Freiburg
29,2020-05-26,20:30,Matchweek 28,Tue,Away,D,3,3,Eint Frankfurt,0.9,4.6,37.0,,Christian Günter,4-4-2,Martin Petersen,10.0,5.0,19.6,0.0,0.0,0.0,16.0,13.0,0.0,0.0,267.0,365.0,4862.0,1905.0,315.0,46.0,1.0,2.0,7.0,14.0,2.0,2019-2020,Freiburg
30,2020-05-29,20:30,Matchweek 29,Fri,Home,L,0,1,Leverkusen,0.9,0.6,33.0,,Christian Günter,4-4-2,Marco Fritz,9.0,1.0,20.4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,253.0,362.0,4866.0,1893.0,304.0,56.0,2.0,2.0,19.0,28.0,6.0,2019-2020,Freiburg
31,2020-06-05,20:30,Matchweek 30,Fri,Home,W,1,0,M'Gladbach,1.1,2.5,36.0,,Christian Günter,4-2-2-2,Markus Schmidt,15.0,6.0,19.1,0.0,0.0,0.0,3.0,3.0,0.0,0.0,284.0,385.0,5669.0,2110.0,336.0,48.0,0.0,4.0,14.0,18.0,3.0,2019-2020,Freiburg
32,2020-06-13,15:30,Matchweek 31,Sat,Away,D,2,2,Wolfsburg,1.8,2.3,54.0,,Christian Günter,4-2-2-2,Bastian Dankert,11.0,5.0,14.4,0.0,0.0,0.0,6.0,4.0,1.0,0.0,333.0,439.0,6226.0,2387.0,381.0,58.0,0.0,4.0,17.0,23.0,5.0,2019-2020,Freiburg
33,2020-06-16,20:30,Matchweek 32,Tue,Home,W,2,1,Hertha BSC,1.6,1.7,50.0,,Christian Günter,4-2-2-2,Tobias Stieler,19.0,6.0,18.2,3.0,0.0,0.0,5.0,4.0,1.0,0.0,359.0,456.0,6915.0,2982.0,402.0,53.0,1.0,6.0,23.0,26.0,5.0,2019-2020,Freiburg
34,2020-06-20,15:30,Matchweek 33,Sat,Away,L,1,3,Bayern Munich,1.7,2.1,39.0,,Christian Günter,4-2-2-2,Sören Storks,11.0,3.0,15.4,0.0,0.0,0.0,9.0,6.0,0.0,0.0,345.0,441.0,6543.0,2441.0,387.0,52.0,1.0,6.0,16.0,17.0,2.0,2019-2020,Freiburg
35,2020-06-27,15:30,Matchweek 34,Sat,Home,W,4,0,Schalke 04,1.5,0.8,56.0,,Christian Günter,4-2-2-2,Martin Petersen,15.0,8.0,16.8,1.0,0.0,0.0,6.0,6.0,0.0,0.0,445.0,522.0,8949.0,3349.0,481.0,38.0,2.0,7.0,12.0,15.0,1.0,2019-2020,Freiburg
5,2019-08-18,15:30,Matchweek 1,Sun,Home,W,1,0,Hoffenheim,1.8,0.8,33.0,50200.0,David Abraham,3-4-3,Daniel Siebert,15.0,7.0,17.1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,188.0,303.0,3609.0,1591.0,245.0,56.0,0.0,3.0,22.0,28.0,10.0,2019-2020,Eintracht Frankfurt
7,2019-08-25,15:30,Matchweek 2,Sun,Away,L,1,2,RB Leipzig,1.0,1.4,56.0,40108.0,David Abraham,3-4-1-2,Benjamin Cortus,10.0,5.0,20.9,1.0,0.0,0.0,5.0,3.0,0.0,0.0,463.0,572.0,8272.0,2952.0,523.0,46.0,1.0,9.0,15.0,26.0,1.0,2019-2020,Eintracht Frankfurt
9,2019-09-01,18:00,Matchweek 3,Sun,Home,W,2,1,Düsseldorf,1.7,0.9,58.0,49800.0,David Abraham,3-4-1-2,Frank Willenborg,14.0,8.0,17.6,1.0,0.0,0.0,4.0,3.0,0.0,0.0,403.0,522.0,7466.0,3217.0,466.0,55.0,0.0,2.0,22.0,24.0,4.0,2019-2020,Eintracht Frankfurt
10,2019-09-14,15:30,Matchweek 4,Sat,Away,L,1,2,Augsburg,1.1,1.3,69.0,28513.0,David Abraham,3-1-4-2,Harm Osmers,22.0,3.0,19.6,0.0,0.0,0.0,5.0,3.0,0.0,0.0,470.0,613.0,8867.0,2990.0,543.0,66.0,0.0,4.0,41.0,41.0,11.0,2019-2020,Eintracht Frankfurt
12,2019-09-22,18:00,Matchweek 5,Sun,Home,D,2,2,Dortmund,1.3,1.9,38.0,51500.0,Makoto Hasebe,3-1-4-2,Markus Schmidt,18.0,3.0,18.1,2.0,0.0,0.0,7.0,5.0,0.0,0.0,289.0,404.0,5225.0,2253.0,354.0,50.0,0.0,2.0,22.0,25.0,5.0,2019-2020,Eintracht Frankfurt
13,2019-09-27,20:30,Matchweek 6,Fri,Away,W,2,1,Union Berlin,2.0,0.9,47.0,22012.0,Makoto Hasebe,3-4-1-2,Sascha Stegemann,17.0,6.0,19.7,1.0,0.0,0.0,5.0,4.0,0.0,0.0,301.0,452.0,6086.0,2713.0,398.0,54.0,2.0,4.0,28.0,28.0,5.0,2019-2020,Eintracht Frankfurt
15,2019-10-06,18:00,Matchweek 7,Sun,Home,D,2,2,Werder Bremen,2.9,1.8,63.0,51500.0,Makoto Hasebe,3-1-4-2,Guido Winkmann,25.0,7.0,15.3,0.0,0.0,0.0,5.0,3.0,1.0,0.0,427.0,570.0,8242.0,3248.0,502.0,65.0,0.0,6.0,50.0,38.0,10.0,2019-2020,Eintracht Frankfurt
16,2019-10-18,20:30,Matchweek 8,Fri,Home,W,3,0,Leverkusen,2.7,1.7,35.0,50800.0,Makoto Hasebe,3-1-4-2,Christian Dingert,9.0,4.0,12.1,0.0,1.0,1.0,10.0,10.0,0.0,0.0,208.0,350.0,4202.0,2282.0,298.0,48.0,1.0,2.0,11.0,19.0,4.0,2019-2020,Eintracht Frankfurt
18,2019-10-27,18:00,Matchweek 9,Sun,Away,L,2,4,M'Gladbach,1.2,1.7,51.0,52300.0,David Abraham,3-1-4-2,Daniel Schlager,15.0,3.0,16.2,0.0,0.0,0.0,6.0,2.0,0.0,0.0,349.0,487.0,6497.0,2448.0,427.0,56.0,1.0,5.0,35.0,26.0,6.0,2019-2020,Eintracht Frankfurt
20,2019-11-02,15:30,Matchweek 10,Sat,Home,W,5,1,Bayern Munich,3.3,1.7,40.0,51500.0,David Abraham,3-1-4-2,Markus Schmidt,17.0,10.0,14.6,1.0,0.0,0.0,3.0,2.0,0.0,0.0,328.0,428.0,6225.0,2634.0,390.0,36.0,0.0,1.0,15.0,17.0,3.0,2019-2020,Eintracht Frankfurt
22,2019-11-10,18:00,Matchweek 11,Sun,Away,L,0,1,Freiburg,1.4,0.9,48.0,24000.0,David Abraham,3-4-1-2,Felix Brych,17.0,6.0,22.0,1.0,0.0,0.0,7.0,6.0,0.0,0.0,300.0,417.0,6079.0,3062.0,364.0,52.0,0.0,3.0,17.0,20.0,10.0,2019-2020,Eintracht Frankfurt
23,2019-11-23,15:30,Matchweek 12,Sat,Home,L,0,2,Wolfsburg,0.9,1.3,68.0,50700.0,Makoto Hasebe,3-4-1-2,Daniel Siebert,17.0,9.0,17.9,1.0,0.0,0.0,6.0,4.0,0.0,0.0,409.0,543.0,7411.0,2708.0,469.0,72.0,1.0,1.0,50.0,28.0,12.0,2019-2020,Eintracht Frankfurt
25,2019-12-02,20:30,Matchweek 13,Mon,Away,L,1,2,Mainz 05,2.0,1.9,46.0,33134.0,Sebastian Rode,3-1-4-2,Manuel Gräfe,14.0,4.0,15.5,0.0,0.0,0.0,8.0,6.0,0.0,0.0,323.0,444.0,6070.0,2895.0,383.0,59.0,0.0,2.0,26.0,25.0,6.0,2019-2020,Eintracht Frankfurt
26,2019-12-06,20:30,Matchweek 14,Fri,Home,D,2,2,Hertha BSC,2.2,1.3,63.0,50000.0,Makoto Hasebe,3-4-1-2,Christian Dingert,25.0,6.0,14.4,0.0,0.0,0.0,3.0,1.0,0.0,0.0,407.0,551.0,7697.0,2858.0,483.0,66.0,0.0,2.0,53.0,26.0,16.0,2019-2020,Eintracht Frankfurt
28,2019-12-15,18:00,Matchweek 15,Sun,Away,L,0,1,Schalke 04,0.9,1.0,51.0,60811.0,Sebastian Rode,3-4-1-2,Felix Zwayer,18.0,3.0,21.6,0.0,0.0,0.0,5.0,4.0,0.0,0.0,326.0,440.0,6496.0,2724.0,381.0,59.0,0.0,3.0,30.0,28.0,6.0,2019-2020,Eintracht Frankfurt
29,2019-12-18,20:30,Matchweek 16,Wed,Home,L,2,4,Köln,1.4,1.9,45.0,50300.0,Makoto Hasebe,3-4-1-2,Deniz Aytekin,17.0,6.0,17.0,1.0,0.0,0.0,9.0,5.0,0.0,0.0,262.0,406.0,5137.0,2896.0,339.0,65.0,0.0,3.0,26.0,34.0,7.0,2019-2020,Eintracht Frankfurt
30,2019-12-22,18:00,Matchweek 17,Sun,Away,L,1,2,Paderborn 07,1.9,1.9,48.0,15000.0,Makoto Hasebe,4-4-1-1,Markus Schmidt,20.0,5.0,17.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,301.0,429.0,5799.0,2613.0,375.0,53.0,1.0,6.0,26.0,19.0,8.0,2019-2020,Eintracht Frankfurt
31,2020-01-18,15:30,Matchweek 18,Sat,Away,W,2,1,Hoffenheim,2.0,1.0,36.0,29610.0,David Abraham,4-4-1-1,Sascha Stegemann,13.0,3.0,15.9,0.0,0.0,0.0,4.0,3.0,0.0,0.0,260.0,376.0,5177.0,2421.0,324.0,52.0,2.0,2.0,20.0,21.0,6.0,2019-2020,Eintracht Frankfurt
32,2020-01-25,15:30,Matchweek 19,Sat,Home,W,2,0,RB Leipzig,1.2,1.6,33.0,50300.0,David Abraham,4-4-1-1,Daniel Siebert,7.0,5.0,13.3,0.0,0.0,0.0,4.0,4.0,0.0,0.0,195.0,311.0,4149.0,1938.0,269.0,42.0,0.0,4.0,13.0,14.0,4.0,2019-2020,Eintracht Frankfurt
33,2020-02-01,15:30,Matchweek 20,Sat,Away,D,1,1,Düsseldorf,1.1,0.4,47.0,45018.0,David Abraham,4-2-3-1,Frank Willenborg,6.0,4.0,12.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,341.0,460.0,6445.0,2796.0,397.0,60.0,0.0,3.0,17.0,26.0,4.0,2019-2020,Eintracht Frankfurt
35,2020-02-07,20:30,Matchweek 21,Fri,Home,W,5,0,Augsburg,1.9,0.7,59.0,48800.0,David Abraham,4-4-1-1,Manuel Gräfe,13.0,9.0,15.6,0.0,0.0,0.0,4.0,4.0,0.0,0.0,449.0,595.0,8095.0,3121.0,556.0,37.0,0.0,6.0,23.0,21.0,1.0,2019-2020,Eintracht Frankfurt
36,2020-02-14,20:30,Matchweek 22,Fri,Away,L,0,4,Dortmund,0.0,1.7,37.0,81365.0,David Abraham,4-2-3-1,Bastian Dankert,1.0,0.0,25.5,0.0,0.0,0.0,7.0,3.0,0.0,0.0,355.0,468.0,6096.0,2108.0,431.0,35.0,0.0,2.0,8.0,17.0,0.0,2019-2020,Eintracht Frankfurt
38,2020-02-24,20:30,Matchweek 23,Mon,Home,L,1,2,Union Berlin,2.6,1.1,63.0,47000.0,David Abraham,4-2-3-1,Deniz Aytekin,21.0,3.0,15.3,0.0,0.0,0.0,7.0,6.0,0.0,0.0,431.0,587.0,8451.0,3473.0,518.0,66.0,2.0,2.0,48.0,25.0,14.0,2019-2020,Eintracht Frankfurt
41,2020-03-07,15:30,Matchweek 25,Sat,Away,L,0,4,Leverkusen,0.8,2.4,39.0,30210.0,Makoto Hasebe,4-2-3-1,Felix Brych,9.0,3.0,16.1,0.0,0.0,0.0,5.0,1.0,0.0,0.0,309.0,425.0,5809.0,2442.0,376.0,46.0,0.0,3.0,16.0,22.0,3.0,2019-2020,Eintracht Frankfurt
43,2020-05-16,18:30,Matchweek 26,Sat,Home,L,1,3,M'Gladbach,1.2,2.6,52.0,,David Abraham,4-5-1,Felix Zwayer,12.0,4.0,15.2,1.0,0.0,0.0,7.0,4.0,1.0,0.0,433.0,562.0,7869.0,3351.0,523.0,38.0,0.0,2.0,30.0,10.0,5.0,2019-2020,Eintracht Frankfurt
44,2020-05-23,18:30,Matchweek 27,Sat,Away,L,2,5,Bayern Munich,1.2,3.0,35.0,,Gelson Fernandes,4-2-3-1,Marco Fritz,12.0,4.0,15.5,0.0,0.0,0.0,10.0,6.0,0.0,0.0,264.0,385.0,4928.0,2368.0,333.0,51.0,0.0,7.0,17.0,22.0,2.0,2019-2020,Eintracht Frankfurt
45,2020-05-26,20:30,Matchweek 28,Tue,Home,D,3,3,Freiburg,4.6,0.9,63.0,,Makoto Hasebe,3-5-2,Martin Petersen,34.0,16.0,15.2,0.0,0.0,0.0,5.0,2.0,0.0,0.0,497.0,610.0,9363.0,3492.0,559.0,51.0,0.0,5.0,42.0,21.0,9.0,2019-2020,Eintracht Frankfurt
46,2020-05-30,15:30,Matchweek 29,Sat,Away,W,2,1,Wolfsburg,1.9,2.0,47.0,,David Abraham,3-4-1-2,Guido Winkmann,6.0,2.0,16.7,0.0,1.0,1.0,4.0,3.0,0.0,0.0,249.0,374.0,4671.0,2145.0,319.0,54.0,0.0,4.0,13.0,19.0,3.0,2019-2020,Eintracht Frankfurt
47,2020-06-03,20:30,Matchweek 24,Wed,Away,W,3,0,Werder Bremen,1.6,0.7,49.0,,David Abraham,3-4-3,Patrick Ittrich,11.0,4.0,14.3,0.0,0.0,0.0,3.0,3.0,0.0,0.0,334.0,458.0,5731.0,2435.0,404.0,52.0,0.0,2.0,27.0,18.0,6.0,2019-2020,Eintracht Frankfurt
48,2020-06-06,15:30,Matchweek 30,Sat,Home,L,0,2,Mainz 05,0.5,3.0,66.0,,Makoto Hasebe,3-4-1-2,Felix Brych,11.0,0.0,20.9,0.0,0.0,0.0,4.0,2.0,0.0,0.0,457.0,595.0,8850.0,3638.0,527.0,67.0,0.0,9.0,28.0,30.0,7.0,2019-2020,Eintracht Frankfurt
50,2020-06-13,15:30,Matchweek 31,Sat,Away,W,4,1,Hertha BSC,3.0,0.8,60.0,,David Abraham,3-4-3,Robert Hartmann,18.0,7.0,17.8,2.0,0.0,0.0,4.0,3.0,0.0,0.0,486.0,592.0,8484.0,2802.0,546.0,45.0,4.0,7.0,26.0,19.0,5.0,2019-2020,Eintracht Frankfurt
51,2020-06-17,18:30,Matchweek 32,Wed,Home,W,2,1,Schalke 04,2.5,1.4,63.0,,David Abraham,3-5-2,Guido Winkmann,14.0,4.0,16.5,1.0,0.0,0.0,4.0,3.0,0.0,0.0,535.0,653.0,8966.0,3171.0,596.0,56.0,1.0,5.0,20.0,26.0,5.0,2019-2020,Eintracht Frankfurt
52,2020-06-20,15:30,Matchweek 33,Sat,Away,D,1,1,Köln,1.4,1.0,62.0,,Sebastian Rode,3-5-2,Christian Dingert,9.0,3.0,12.4,0.0,0.0,0.0,2.0,1.0,1.0,0.0,444.0,606.0,8202.0,3653.0,554.0,52.0,0.0,1.0,29.0,25.0,9.0,2019-2020,Eintracht Frankfurt
53,2020-06-27,15:30,Matchweek 34,Sat,Home,W,3,2,Paderborn 07,2.2,1.3,61.0,,David Abraham,3-4-1-2,Benjamin Brand,13.0,4.0,16.1,0.0,0.0,0.0,5.0,3.0,0.0,0.0,509.0,614.0,9576.0,3870.0,565.0,46.0,0.0,4.0,26.0,25.0,6.0,2019-2020,Eintracht Frankfurt
1,2019-08-16,20:30,Matchweek 1,Fri,Away,D,2,2,Bayern Munich,1.1,2.5,30.0,75000.0,Vedad Ibišević,3-4-1-2,Harm Osmers,6.0,3.0,18.9,1.0,0.0,0.0,7.0,5.0,1.0,0.0,219.0,311.0,3933.0,1698.0,278.0,33.0,1.0,3.0,8.0,16.0,0.0,2019-2020,Hertha BSC
2,2019-08-25,18:00,Matchweek 2,Sun,Home,L,0,3,Wolfsburg,0.9,1.3,56.0,42738.0,Vedad Ibišević,4-3-3,Guido Winkmann,9.0,2.0,12.7,0.0,0.0,0.0,4.0,1.0,1.0,0.0,424.0,543.0,7740.0,2993.0,489.0,53.0,1.0,14.0,16.0,25.0,2.0,2019-2020,Hertha BSC
3,2019-08-31,15:30,Matchweek 3,Sat,Away,L,0,3,Schalke 04,0.8,1.3,43.0,58875.0,Vedad Ibišević,4-2-3-1,Tobias Stieler,10.0,3.0,17.4,1.0,0.0,0.0,2.0,1.0,0.0,0.0,346.0,422.0,6487.0,2588.0,376.0,42.0,1.0,6.0,11.0,15.0,3.0,2019-2020,Hertha BSC
4,2019-09-14,15:30,Matchweek 4,Sat,Away,L,1,2,Mainz 05,2.2,1.2,48.0,22798.0,Niklas Stark,3-4-1-2,Marco Fritz,16.0,8.0,16.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,337.0,412.0,6708.0,2838.0,365.0,47.0,0.0,6.0,15.0,20.0,3.0,2019-2020,Hertha BSC
5,2019-09-21,15:30,Matchweek 5,Sat,Home,W,2,1,Paderborn 07,1.2,1.9,39.0,43588.0,Niklas Stark,4-2-3-1,Frank Willenborg,6.0,4.0,11.8,0.0,0.0,0.0,8.0,7.0,0.0,0.0,244.0,358.0,5070.0,2378.0,304.0,51.0,1.0,1.0,8.0,22.0,1.0,2019-2020,Hertha BSC
6,2019-09-29,18:00,Matchweek 6,Sun,Away,W,4,0,Köln,1.8,0.8,46.0,49700.0,Niklas Stark,4-2-3-1,Sören Storks,10.0,6.0,15.4,0.0,0.0,0.0,3.0,3.0,0.0,0.0,335.0,426.0,6778.0,2839.0,377.0,49.0,1.0,8.0,19.0,22.0,4.0,2019-2020,Hertha BSC
7,2019-10-04,20:30,Matchweek 7,Fri,Home,W,3,1,Düsseldorf,2.0,1.3,52.0,37128.0,Vedad Ibišević,4-2-3-1,Martin Petersen,17.0,3.0,15.2,0.0,0.0,0.0,3.0,2.0,1.0,0.0,396.0,488.0,7011.0,2777.0,436.0,52.0,0.0,1.0,24.0,16.0,9.0,2019-2020,Hertha BSC
8,2019-10-19,15:30,Matchweek 8,Sat,Away,D,1,1,Werder Bremen,0.5,0.9,46.0,41447.0,Vedad Ibišević,4-2-3-1,Felix Brych,12.0,2.0,19.4,0.0,0.0,0.0,5.0,4.0,0.0,0.0,421.0,521.0,8285.0,3123.0,483.0,37.0,1.0,9.0,17.0,15.0,5.0,2019-2020,Hertha BSC
9,2019-10-26,15:30,Matchweek 9,Sat,Home,L,2,3,Hoffenheim,2.5,2.2,43.0,44702.0,Vedad Ibišević,4-2-3-1,Markus Schmidt,13.0,4.0,18.8,0.0,0.0,0.0,8.0,5.0,0.0,0.0,317.0,422.0,6569.0,2424.0,368.0,51.0,1.0,9.0,21.0,22.0,4.0,2019-2020,Hertha BSC
11,2019-11-02,18:30,Matchweek 10,Sat,Away,L,0,1,Union Berlin,0.4,1.6,46.0,22012.0,Vedad Ibišević,4-2-3-1,Deniz Aytekin,7.0,3.0,20.0,1.0,0.0,0.0,6.0,5.0,1.0,0.0,308.0,425.0,6131.0,2472.0,370.0,54.0,0.0,5.0,18.0,27.0,4.0,2019-2020,Hertha BSC
12,2019-11-09,15:30,Matchweek 11,Sat,Home,L,2,4,RB Leipzig,0.6,2.0,39.0,48532.0,Niklas Stark,3-4-3,Sören Storks,7.0,3.0,24.4,0.0,0.0,0.0,7.0,3.0,1.0,0.0,279.0,411.0,5520.0,2228.0,351.0,58.0,0.0,4.0,9.0,30.0,0.0,2019-2020,Hertha BSC
13,2019-11-24,15:30,Matchweek 12,Sun,Away,L,0,4,Augsburg,0.5,1.9,48.0,29233.0,Niklas Stark,4-4-1-1,Sascha Stegemann,5.0,1.0,16.4,0.0,0.0,0.0,5.0,1.0,0.0,0.0,346.0,435.0,6584.0,2555.0,375.0,58.0,0.0,10.0,13.0,29.0,3.0,2019-2020,Hertha BSC
14,2019-11-30,15:30,Matchweek 13,Sat,Home,L,1,2,Dortmund,1.0,1.2,49.0,74667.0,Niklas Stark,3-4-1-2,Sven Jablonski,13.0,3.0,16.4,1.0,0.0,0.0,5.0,3.0,0.0,0.0,437.0,547.0,8015.0,2529.0,501.0,42.0,0.0,7.0,14.0,25.0,2.0,2019-2020,Hertha BSC
15,2019-12-06,20:30,Matchweek 14,Fri,Away,D,2,2,Eint Frankfurt,1.3,2.2,37.0,50000.0,Niklas Stark,3-4-1-2,Christian Dingert,9.0,3.0,18.5,0.0,0.0,0.0,6.0,4.0,0.0,0.0,204.0,320.0,3908.0,2035.0,265.0,54.0,0.0,1.0,7.0,19.0,1.0,2019-2020,Hertha BSC
16,2019-12-14,15:30,Matchweek 15,Sat,Home,W,1,0,Freiburg,1.0,0.9,38.0,37343.0,Vedad Ibišević,4-4-2,Frank Willenborg,16.0,4.0,21.7,1.0,0.0,0.0,3.0,3.0,0.0,0.0,292.0,392.0,5382.0,2137.0,352.0,40.0,0.0,0.0,9.0,18.0,4.0,2019-2020,Hertha BSC
17,2019-12-18,18:30,Matchweek 16,Wed,Away,W,1,0,Leverkusen,1.5,1.0,29.0,24472.0,Marvin Plattenhardt,4-1-4-1,Bastian Dankert,10.0,5.0,16.2,1.0,0.0,0.0,7.0,7.0,0.0,0.0,203.0,304.0,4293.0,2226.0,258.0,45.0,1.0,1.0,8.0,16.0,4.0,2019-2020,Hertha BSC
18,2019-12-21,18:30,Matchweek 17,Sat,Home,D,0,0,M'Gladbach,0.9,1.0,41.0,50208.0,Marvin Plattenhardt,4-1-4-1,Harm Osmers,7.0,0.0,19.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,285.0,393.0,5815.0,2590.0,340.0,52.0,1.0,2.0,11.0,24.0,1.0,2019-2020,Hertha BSC
19,2020-01-19,15:30,Matchweek 18,Sun,Home,L,0,4,Bayern Munich,1.0,3.3,33.0,74667.0,Marvin Plattenhardt,4-1-4-1,Tobias Stieler,7.0,1.0,12.7,0.0,0.0,0.0,11.0,7.0,1.0,0.0,265.0,371.0,4908.0,2327.0,321.0,49.0,0.0,5.0,6.0,14.0,0.0,2019-2020,Hertha BSC
20,2020-01-25,15:30,Matchweek 19,Sat,Away,W,2,1,Wolfsburg,1.7,1.4,41.0,24894.0,Niklas Stark,4-1-4-1,Markus Schmidt,9.0,4.0,17.2,0.0,0.0,0.0,7.0,6.0,0.0,0.0,299.0,427.0,5572.0,2538.0,376.0,50.0,0.0,7.0,13.0,24.0,4.0,2019-2020,Hertha BSC
21,2020-01-31,20:30,Matchweek 20,Fri,Home,D,0,0,Schalke 04,0.5,1.1,42.0,47863.0,Per Ciljan Skjelbred,4-1-4-1,Sascha Stegemann,9.0,0.0,17.2,0.0,0.0,0.0,5.0,5.0,0.0,0.0,273.0,417.0,5098.0,2401.0,368.0,48.0,0.0,3.0,18.0,28.0,3.0,2019-2020,Hertha BSC
23,2020-02-08,15:30,Matchweek 21,Sat,Home,L,1,3,Mainz 05,0.7,2.8,68.0,35049.0,Niklas Stark,3-5-2,Martin Petersen,13.0,3.0,17.1,0.0,0.0,0.0,3.0,0.0,1.0,0.0,603.0,712.0,11652.0,3700.0,646.0,66.0,0.0,4.0,30.0,23.0,10.0,2019-2020,Hertha BSC
24,2020-02-15,15:30,Matchweek 22,Sat,Away,W,2,1,Paderborn 07,1.9,1.2,46.0,14687.0,Niklas Stark,3-1-4-2,Bibiana Steinhaus,16.0,6.0,15.9,0.0,0.0,0.0,4.0,3.0,0.0,0.0,300.0,417.0,6161.0,2820.0,358.0,59.0,1.0,7.0,21.0,24.0,8.0,2019-2020,Hertha BSC
25,2020-02-22,15:30,Matchweek 23,Sat,Home,L,0,5,Köln,0.6,2.4,61.0,46207.0,Niklas Stark,3-1-4-2,Daniel Schlager,9.0,1.0,18.7,0.0,0.0,0.0,11.0,6.0,0.0,0.0,476.0,597.0,8096.0,3156.0,535.0,61.0,0.0,3.0,25.0,33.0,5.0,2019-2020,Hertha BSC
26,2020-02-28,20:30,Matchweek 24,Fri,Away,D,3,3,Düsseldorf,2.7,1.4,50.0,31632.0,Per Ciljan Skjelbred,4-4-2,Tobias Stieler,14.0,6.0,18.2,0.0,1.0,1.0,5.0,2.0,0.0,0.0,396.0,513.0,7510.0,2516.0,458.0,51.0,1.0,5.0,22.0,22.0,5.0,2019-2020,Hertha BSC
27,2020-03-07,15:30,Matchweek 25,Sat,Home,D,2,2,Werder Bremen,1.0,1.1,49.0,58028.0,Niklas Stark,4-4-2,Guido Winkmann,19.0,5.0,20.5,0.0,0.0,0.0,3.0,1.0,0.0,0.0,317.0,473.0,6177.0,2443.0,414.0,58.0,0.0,7.0,30.0,34.0,3.0,2019-2020,Hertha BSC
